1.000000000000000000e+00	9.453125000000000000e-01	9.453125000000000000e-01	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.765625000000000000e-01
9.687500000000000000e-01	9.960937500000000000e-01	9.843750000000000000e-01	1.000000000000000000e+00
9.921875000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	9.882812500000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.882812500000000000e-01
1.000000000000000000e+00	9.960937500000000000e-01	1.000000000000000000e+00	9.960937500000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.882812500000000000e-01
9.960937500000000000e-01	1.000000000000000000e+00	9.765625000000000000e-01	9.804687500000000000e-01
9.335937500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	9.882812500000000000e-01	9.531250000000000000e-01	1.000000000000000000e+00
9.882812500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	9.648437500000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	9.648437500000000000e-01	7.265625000000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00
9.882812500000000000e-01	9.648437500000000000e-01	1.000000000000000000e+00	9.882812500000000000e-01
9.414062500000000000e-01	9.453125000000000000e-01	8.476562500000000000e-01	9.023437500000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.609375000000000000e-01
7.812500000000000000e-01	8.476562500000000000e-01	1.000000000000000000e+00	9.765625000000000000e-01
1.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	9.570312500000000000e-01
9.570312500000000000e-01	1.000000000000000000e+00	9.023437500000000000e-01	8.984375000000000000e-01
9.804687500000000000e-01	9.609375000000000000e-01	1.000000000000000000e+00	9.843750000000000000e-01
9.218750000000000000e-01	7.812500000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
9.570312500000000000e-01	9.531250000000000000e-01	9.375000000000000000e-01	9.804687500000000000e-01
9.062500000000000000e-01	9.453125000000000000e-01	9.179687500000000000e-01	9.179687500000000000e-01
8.671875000000000000e-01	1.000000000000000000e+00	9.257812500000000000e-01	9.882812500000000000e-01
9.726562500000000000e-01	9.296875000000000000e-01	1.000000000000000000e+00	1.000000000000000000e+00
8.867187500000000000e-01	8.164062500000000000e-01	8.828125000000000000e-01	1.000000000000000000e+00
9.648437500000000000e-01	9.531250000000000000e-01	9.648437500000000000e-01	9.218750000000000000e-01
9.609375000000000000e-01	9.843750000000000000e-01	9.609375000000000000e-01	9.648437500000000000e-01
9.179687500000000000e-01	8.828125000000000000e-01	8.828125000000000000e-01	9.921875000000000000e-01
8.671875000000000000e-01	9.453125000000000000e-01	9.531250000000000000e-01	9.609375000000000000e-01
9.531250000000000000e-01	9.609375000000000000e-01	9.648437500000000000e-01	9.726562500000000000e-01
9.726562500000000000e-01	9.687500000000000000e-01	9.687500000000000000e-01	9.648437500000000000e-01
9.726562500000000000e-01	9.726562500000000000e-01	9.726562500000000000e-01	9.765625000000000000e-01
9.804687500000000000e-01	9.882812500000000000e-01	9.687500000000000000e-01	9.687500000000000000e-01
9.570312500000000000e-01	9.609375000000000000e-01	9.843750000000000000e-01	9.375000000000000000e-01
9.257812500000000000e-01	1.000000000000000000e+00	9.765625000000000000e-01	9.140625000000000000e-01
9.726562500000000000e-01	9.882812500000000000e-01	9.960937500000000000e-01	9.804687500000000000e-01
9.648437500000000000e-01	9.804687500000000000e-01	9.882812500000000000e-01	9.414062500000000000e-01
